song_id,song_name,album_name,artist_name
10812,"Get The Bag (feat. A$AP Rocky, A$AP Ferg, A$AP Ant, A$AP Nast, A$AP TyY, Playboi Carti & Smooky MarGielaa)",Cozy Tapes Vol. 2: Too Cozy,A$AP Mob
8863,Ric Flair Drip (& Metro Boomin),Without Warning,Metro Boomin
79,Crazy Ex-Girlfriend,Crazy Ex-Girlfriend,Miranda Lambert
9498,Breaking,FolK EP,Christopher Jak
94,Automatic,Platinum,Miranda Lambert
3710,Already Gone,All I Ever Wanted,Kelly Clarkson
8262,I Just Can't Live a Lie,Some Hearts,Carrie Underwood
8264,That's Where It Is,Some Hearts,Carrie Underwood
8259,Lessons Learned,Some Hearts,Carrie Underwood
8258,The Night Before (Life Goes On),Some Hearts,Carrie Underwood
3181,You Won't Find This,Carnival Ride,Carrie Underwood
3176,So Small,Carnival Ride,Carrie Underwood
245,A Thousand Years,A Thousand Years,Christina Perri
101,Fastest Girl in Town,Four The Record,Miranda Lambert
97,Somethin' Bad (with Carrie Underwood) - (Duet with Carrie Underwood),Platinum,Miranda Lambert
92,Little Red Wagon,Platinum,Miranda Lambert
6318,Collide - Acoustic Version,Stop All the World Now (Special Edition),Howie Day
1599,Absolutely (Story of a Girl) - Radio Mix,The Madding Crowd,Nine Days
9264,3AM,Yourself or Someone Like You,Matchbox Twenty
6129,She's Always a Woman,The Stranger (Legacy Edition),Billy Joel
8540,"She's Got a Way - Live at the Paradise, Boston, MA - June 1980",Songs In the Attic,Billy Joel
5968,I Want You to Want Me,In Color,Cheap Trick
6123,Movin' Out (Anthony's Song),The Stranger (Legacy Edition),Billy Joel
5503,Faithfully,Frontiers,Journey
9238,We Are The World,We Are The World,U.S.A. For Africa
2789,Cum on Feel the Noize,Metal Health,Quiet Riot
9778,Revolution,The Nu Nation Project,Kirk Franklin
3215,He Is Not Just A Man,Speak Those Things: POL Chapter 3,Fred Hammond
3214,Show Yourself Strong,Speak Those Things: POL Chapter 3,Fred Hammond
4555,Declaration (This Is It!),The Fight Of My Life,Kirk Franklin
10846,"Anthem Of Praise (with Vision) - (Psalms 150:3-6, Psalms 34:3)",Persuaded (with Vision),Richard Smallwood
9226,Could've Been (with J Moss & Tye Tribbett),Hero,Kirk Franklin
4037,Never Would Have Made It,Thirsty,Marvin Sapp
9779,Lean On Me,The Nu Nation Project,Kirk Franklin
9225,Imagine Me,Hero,Kirk Franklin
9780,You Are,The Nu Nation Project,Kirk Franklin
9644,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),The Diary Of Alicia Keys,Alicia Keys
9643,If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys
9642,You Don't Know My Name,The Diary Of Alicia Keys,Alicia Keys
4271,Hero,Music Box,Mariah Carey
4274,Without You,Music Box,Mariah Carey
10573,Bleeding Love,Spirit,Leona Lewis
704,Run - Single Mix,Spirit,Leona Lewis
6787,Weak,It's About Time,SWV
10671,Rumour Has It,21,Adele
8825,Red Light Special,Crazysexycool,TLC
1586,Angel of Mine,The Boy Is Mine,Monica
1587,Right Here Waiting (feat. 112),The Boy Is Mine,Monica
1588,For You I Will,The Boy Is Mine,Monica
6699,"Jumpin', Jumpin'",The Writing's On The Wall,Destiny's Child
3738,The Way You Move (feat. Sleepy Brown),Speakerboxxx/The Love Below,Outkast
7917,Back to You (feat. Bebe Rexha & Digital Farm Animals),Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson
10047,Tú Foto,Odisea,Ozuna
11185,Garden,Dua Lipa (Deluxe),Dua Lipa
11184,Blow Your Mind (Mwah),Dua Lipa (Deluxe),Dua Lipa
11187,New Rules,Dua Lipa (Deluxe),Dua Lipa
7650,Would You Mind,Would You Mind,PRETTYMUCH
7735,Sin Contrato (feat. Fifth Harmony),Sin Contrato (feat. Fifth Harmony),Fifth Harmony
8566,Perro Fiel (feat. Nicky Jam),El Dorado,Shakira
8569,La Bicicleta,El Dorado,Shakira
8562,Me Enamoré,El Dorado,Shakira
11227,Ain't Your Mama,Ain't Your Mama,Jennifer Lopez
8471,The Greatest,This Is Acting (Deluxe Version),Sia
1075,Water Under the Bridge,25,Adele
10673,Don't You Remember,21,Adele
8156,Para Qué Lastimarme,"Comeré Callado, Vol. 1",Gerardo Ortiz
8157,Regresa Hermosa,"Comeré Callado, Vol. 1",Gerardo Ortiz
11141,Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,Gym Class Heroes
5127,Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull
5117,Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),Pitbull
6799,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk
334,Ain't My Fault,So Good,Zara Larsson
8620,Criminal,Criminal,Ozuna
5832,It's Still Rock and Roll to Me,Glass Houses,Billy Joel
6126,Scenes from an Italian Restaurant,The Stranger (Legacy Edition),Billy Joel
5829,You May Be Right,Glass Houses,Billy Joel
5831,Don't Ask Me Why,Glass Houses,Billy Joel
11139,Daybreak,This One's For You,Barry Manilow
214,Born to Run,Born To Run,Bruce Springsteen
10709,Cat's in the Cradle,Verities & Balderdash,Harry Chapin
5864,Tell Her About It,An Innocent Man,Billy Joel
950,coordinate,Birds In The Trap Sing McKnight,Travis Scott
10191,Gwinnett,"Thank You, Mr. Tokyo",MadeinTYO
10186,Mr. Tokyo,"Thank You, Mr. Tokyo",MadeinTYO
10189,Drip,"Thank You, Mr. Tokyo",MadeinTYO
692,Pray 4 Love (feat. The Weeknd),Rodeo (Expanded Edition),Travis Scott
687,Pornography,Rodeo (Expanded Edition),Travis Scott
688,Oh My Dis Side (feat. Quavo),Rodeo (Expanded Edition),Travis Scott
1433,PMW (All I Really Need) (feat. ScHoolboy Q),LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky
9677,What in XXXTarnation,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION
11010,"Money Man (feat. A$AP Rocky, A$AP Nast & Yung Lord)",Cozy Tapes: Vol. 1 Friends -,A$AP Mob
7828,"Iced Out My Arms (feat. Future, Migos, 21 Savage & T.I.)",Grateful,DJ Khaled
7450,Money Convo,Issa Album,21 Savage
7445,Baby Girl,Issa Album,21 Savage
7449,7 Min Freestyle,Issa Album,21 Savage
7441,Bad Business,Issa Album,21 Savage
3771,ATLiens,ATLiens,Outkast
5810,If I Ruled the World (Imagine That) (feat. Lauryn Hill),It Was Written,Nas
9744,Mo'murda,E. 1999 Eternal,Bone Thugs-N-Harmony
10973,They Reminisce Over You (T.R.O.Y.),Mecca And The Soul Brother,Pete Rock & C.L. Smooth
2064,Danger (Been So Long) featuring Nivea,Let's Get Ready,Mystikal
1763,Jump,Totally Krossed Out,Kris Kross
10404,Imagine,Instant Karma: The Amnesty International Campaign To Save Darfur (Standard Version),Jackson Browne
2733,Let It Be Me,Gossip In The Grain,Ray LaMontagne
1511,Trouble,Trouble,Ray LaMontagne
1736,Jolene,Trouble,Ray LaMontagne
1074,Remedy,25,Adele
10668,Take It All,21,Adele
10677,One And Only,21,Adele
2150,Rosa Parks,Aquemini,Outkast
10007,One Day,Ridin' Dirty,UGK
221,All That I Got Is You (feat. Mary J. Blige),Ironman,Ghostface Killah
6349,C.R.E.A.M.,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Wu-Tang Clan
2462,One,Ghostface Killah...Shaolin's Finest,Ghostface Killah
1862,Player's Ball,Southernplayalisticadillacmuzik,Outkast
3745,Roses,Speakerboxxx/The Love Below,Outkast
2149,"Return of the ""G""",Aquemini,Outkast
2159,SpottieOttieDopaliscious,Aquemini,Outkast
7825,Billy Ocean (feat. Fat Joe & Raekwon),Grateful,DJ Khaled
1439,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky
8293,Idols Become Rivals (feat. Chris Rock),Rather You Than Me,Rick Ross
11201,Hooked on a Feeling,Hooked On A Feeling - 40th Anniversary Collection,Björn Skifs
6746,help (feat. Maejor),help,blackbear
2427,Heavy (feat. Kiiara),One More Light,Linkin Park
7509,"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",Major Key,DJ Khaled
1998,"New Atlanta (feat. Rich Homie Quan, Young Thug, Jermaine Dupri)",No Label II,Migos
6740,don't stop,help,blackbear
6743,paragraphs,help,blackbear
6745,where was u?,help,blackbear
6744,nervous,help,blackbear
8233,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit
4122,Beer In Mexico,The Road And The Radio,Kenny Chesney
10163,Think a Little Less,Michael Ray,Michael Ray
3532,Parking Lot Party,Hard 2 Love,Lee Brice
8931,Company You Keep,HERO (Deluxe Edition),Maren Morris
9568,You Can't Stop Me (feat. Thomas Rhett),Illinois,Brett Eldredge
1969,Crying in the Club,Crying in the Club,Camila Cabello
8205,Messin' Around (with Enrique Iglesias),Climate Change,Pitbull
1605,Something Like That,A Place In The Sun,Tim McGraw
11162,Perm,24K Magic,Bruno Mars
7818,Shining (feat. Beyoncé & Jay-Z),Grateful,DJ Khaled
1068,Grass Ain't Greener,Heartbreak on a Full Moon,Chris Brown
986,MY PYT,Shine,Wale
575,CRZY,SweetSexySavage (Deluxe),Kehlani
11161,Chunky,24K Magic,Bruno Mars
11164,Versace on the Floor,24K Magic,Bruno Mars
11165,Straight up & Down,24K Magic,Bruno Mars
11166,Calling All My Lovelies,24K Magic,Bruno Mars
11167,Finesse,24K Magic,Bruno Mars
11168,Too Good to Say Goodbye,24K Magic,Bruno Mars
690,Wasted (feat. Juicy J),Rodeo (Expanded Edition),Travis Scott
693,Nightcrawler (feat. Swae Lee & Chief Keef),Rodeo (Expanded Edition),Travis Scott
701,Ok Alright (feat. ScHoolboy Q),Rodeo (Expanded Edition),Travis Scott
702,Never Catch Me,Rodeo (Expanded Edition),Travis Scott
691,90210 (feat. Kacy Hill),Rodeo (Expanded Edition),Travis Scott
696,Impossible,Rodeo (Expanded Edition),Travis Scott
11206,Pre (feat. SK La' Flare),Doris,Earl Sweatshirt
5106,Soliloquy,Cilvia Demo,Isaiah Rashad
9403,No One's Gonna Love You - Live from Spotify Sweden,Spotify Sessions,Band of Horses
3061,Settle Down,Vows (Deluxe Version),Kimbra
7231,Occupy,Filthy Dirty South,Rising Appalachia
2834,Swoon,The Sails of Self,Rising Appalachia
7229,Mississippi Song,Filthy Dirty South,Rising Appalachia
7230,Filthy Dirty South,Filthy Dirty South,Rising Appalachia
390,Fame,Liminal,The Acid
389,Veda,Liminal,The Acid
211,Chandelier,The Living Room Sessions Vol. 2,Kina Grannis
9536,Never Tear Us Apart,"Covers, Vol. 2",Sleeping At Last
10249,Faith,Motion,Calvin Harris
9112,ID - Ultra Music Festival Anthem,ID (Ultra Music Festival Anthem),Kygo
1678,Sideways,The Clarence Greenwood Recordings,Citizen Cope
2978,Wiseman,Live & Direct: Acoustic Roots,Slightly Stoopid
7612,Corporate Demons,Epigram,Gramatik
9612,Honest,Memories...Do Not Open,The Chainsmokers
240,First Time,First Time,Kygo
2451,Te Veo Nena,Arroz Con Habichuela,El Gran Combo De Puerto Rico
3036,Regresa Ya,Romantico y Sabroso,El Gran Combo De Puerto Rico
3035,Quince Años,Romantico y Sabroso,El Gran Combo De Puerto Rico
3041,Dime Que Quieres,Nuevo Milenio - El Mismo Sabor,El Gran Combo De Puerto Rico
3243,Y No Hago Mas Na',La Universidad de La Salsa,El Gran Combo De Puerto Rico
6141,Ni Como Amiga Ni Como Amante,Imaginacion,Grupo Niche
5443,Lo Bonito y Lo Feo,Huellas del Pasado,Grupo Niche
6138,A Prueba de Fuego,A Prueba de Fuego,Grupo Niche
6137,Mecanico,A Prueba de Fuego,Grupo Niche
4340,Volver a Comenzar,3.0,Marc Anthony
3631,He Tratado,Exitos de Victor Manuelle,Víctor Manuelle
4396,Por Ella,Inconfundible,Víctor Manuelle
3632,No Hace Falta Nada,Exitos de Victor Manuelle,Víctor Manuelle
3039,Te vas arrepentir,Numero 7,El Gran Combo De Puerto Rico
3634,Volverás,Exitos de Victor Manuelle,Víctor Manuelle
3309,Modelo De La Noche,Con Respeto...,Luisito Carrion
8283,Nuestro Secreto,Volver,Tito Gomez
2452,I Don't Care,Honest Racket,Sandpeople
2683,Letterhead,Letterhead,Sapient
1518,Thief's Theme,Street's Disciple,Nas
9934,Sky's the Limit (feat. 112) - 2014 Remaster,Life After Death (2014 Remaster),The Notorious B.I.G.
6351,Protect Ya Neck,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Wu-Tang Clan
4153,Buggin' Out,The Low End Theory,A Tribe Called Quest
5799,Street Dreams,It Was Written,Nas
5222,Hip Hop,Let's Get Free,Dead Prez
8206,Better On Me (feat. Ty Dolla $ign),Climate Change,Pitbull
8070,Tomorrow,Tomorrow,Shakey Graves
7959,Can I Be Him,Back from the Edge,James Arthur
10690,Rollin (feat. Future & Khalid),Funk Wav Bounces Vol.1,Calvin Harris
8666,Running,GALLERY,A R I Z O N A
8388,Everything Now,Everything Now,Arcade Fire
8429,May I Have This Dance (Remix) [feat. Chance the Rapper],May I Have This Dance (Remix) [feat. Chance the Rapper],Francis and the Lights
2817,Good Old Days (feat. Kesha),GEMINI,Macklemore
4326,Private Show,Glory (Deluxe Version),Britney Spears
7382,All We Know,All We Know,The Chainsmokers
10378,Mad Love.,Mad Love. (Deluxe),JoJo
10377,FAB. (feat. Remy Ma),Mad Love. (Deluxe),JoJo
377,Pu$$y (feat. Trey Songz & Wiz Khalifa),Campaign,Ty Dolla $ign
8270,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",Go Off,Travis Scott
7938,Bad Bitch (feat. Ty Dolla $ign),All Your Fault: Pt. 1,Bebe Rexha
10412,Never Been a Moment,Different,Micah Tyler
266,...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears
11455,Laffy Taffy,Down For Life,D4L
5525,Cry Me a River,Justified,Justin Timberlake
5976,Do Me a Favour,Favourite Worst Nightmare (Standard Version),Arctic Monkeys
5218,Female Robbery,I Love You.,The Neighbourhood
7388,Its Not Unusual,All the Hype That Money Can Buy,Five Iron Frenzy
6572,Billionaire (feat. Bruno Mars),Lazarus,Travie McCoy
8427,Goner,Blurryface,Twenty One Pilots
8626,All In My Head (Flex) (feat. Fetty Wap),7/27 (Deluxe),Fifth Harmony
10190,Time of Her Life,"Thank You, Mr. Tokyo",MadeinTYO
1990,Handsome And Wealthy,No Label II,Migos
1135,White Girl,Young Jefe,Shy Glizzy
3302,Dolla Bills (feat. Ty Dolla $ign),Adia,Lyrica Anderson
11281,I Believe in a Thing Called Love,Permission to Land,The Darkness
11518,If I Should Fall Behind,Lucky Town,Bruce Springsteen
6451,Crazy Love - 2013 Remaster,Moondance (Expanded Edition),Van Morrison
11039,Love You Madly,Comfort Eagle,Cake
5993,I Got You Babe,Look At Us,Sonny & Cher
5628,A.M.,Made In The A.M. (Deluxe Edition),One Direction
11082,You Were Mine,Wide Open Spaces,The Chicks
7934,Atmosphere,All Your Fault: Pt. 1,Bebe Rexha
237,The Call,The Call,Regina Spektor
3720,Crush,David Archuleta,David Archuleta
3721,A Little Too Not Over You,David Archuleta,David Archuleta
2067,Dust in the Wind,Point Of Know Return (Expanded Edition),Kansas
3581,Ready to Take a Chance Again,Greatest Hits Vol. 3,Barry Manilow
3116,Mandy,Barry Manilow II,Barry Manilow
5453,The Avengers Theme,The Avengers Theme,Taylor Davis
3952,Nah Nah Nah Nah Nah,Pin Points & Gin Joints,The Mighty Mighty Bosstones
10184,Tadhana,Capacities,Up Dharma Down
9040,Migraine,Todo Combo,Moonstar88
4652,Himala,Greatest Hits,Rivermaya
9067,Ikaw Pa Rin,Sama-sama,Letter Day Story
9044,Bakit Part 2,B-sides & Rarities,Mayonnaise
8278,Lego House,+,Ed Sheeran
8014,Autumn Leaves - Deluxe Edition,+,Ed Sheeran
7217,All I Want for Christmas Is You,Christmas,Michael Bublé
7218,Holly Jolly Christmas,Christmas,Michael Bublé
7221,Christmas (Baby Please Come Home),Christmas,Michael Bublé
7223,Blue Christmas,Christmas,Michael Bublé
7224,Cold December Night,Christmas,Michael Bublé
7225,I'll Be Home for Christmas,Christmas,Michael Bublé
3388,It's the Most Wonderful Time of the Year,The Andy Williams Christmas Album,Andy Williams
6660,Little Drummer Boy,PTXmas (Deluxe Edition),Pentatonix
5355,Frosty the Snowman (with The Cass County Boys) - 78rpm Version,Rudolph The Red Nosed Reindeer And Other Christmas Classics,Gene Autry
8788,The Polar Express,The Polar Express (Original Motion Picture Soundtrack) [Special Edition],Alan Silvestri
8789,When Christmas Comes to Town,The Polar Express (Original Motion Picture Soundtrack) [Special Edition],Alan Silvestri
8787,Believe,The Polar Express (Original Motion Picture Soundtrack) [Special Edition],Alan Silvestri
8793,Seeing Is Believing,The Polar Express (Original Motion Picture Soundtrack) [Special Edition],Alan Silvestri
5383,Carol of the Bells,Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],John Williams
8079,Christmas Canon,The Christmas Attic,Trans-Siberian Orchestra
3438,Sleigh Ride,Merry Christmas,Andy Williams
9460,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Unplugged (Deluxe Edition),Eric Clapton
8243,Danny's Song,The Best: Loggins & Messina Sittin' In Again,Loggins & Messina
991,Dreams - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac
9458,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Unplugged (Deluxe Edition),Eric Clapton
6127,Vienna,The Stranger (Legacy Edition),Billy Joel
29,Sister Golden Hair,Hearts,America
931,Open Arms,Escape,Journey
1521,Lights,Infinity,Journey
5630,A Horse with No Name,America,America
6028,Bad Company - 2015 Remaster,Bad Company (Deluxe),Bad Company
4357,One of These Nights - 2013 Remaster,One of These Nights (2013 Remaster),Eagles
4359,Lyin' Eyes - 2013 Remaster,One of These Nights (2013 Remaster),Eagles
814,Livin' Thing,A New World Record,Electric Light Orchestra
56,Carry On Wayward Son - Single Version,OCC ROCKS,Orange County Choppers Band
653,"Thank God I'm a Country Boy - Live at the Universal Amphitheatre, Los Angeles, CA - August/September 1974",An Evening With John Denver,John Denver
748,Jolene,Jolene,Dolly Parton
360,Boot Scootin' Boogie,The Essential Brooks & Dunn,Brooks & Dunn
1671,"I Like It, I Love It",All I Want,Tim McGraw
7341,"No Shoes, No Shirt, No Problems","No Shoes, No Shirt, No Problems",Kenny Chesney
7269,Never Wanted Nothing More,Just Who I Am: Poets & Pirates,Kenny Chesney
1845,When the Sun Goes Down,When The Sun Goes Down,Kenny Chesney
6480,Family Tradition,Family Tradition,"Hank Williams, Jr."
9072,Song of the South,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,Alabama
10719,Raise Up,Diary of a Sinner: 1st Entry,Petey Pablo
7983,Watching You,If You're Going Through Hell,Rodney Atkins
10569,"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)","IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)",Father
11349,Bounce,3001: A Laced Odyssey,Flatbush Zombies
7505,Nas Album Done (feat. Nas),Major Key,DJ Khaled
11356,This Is It,3001: A Laced Odyssey,Flatbush Zombies
11350,R.I.P.C.D.,3001: A Laced Odyssey,Flatbush Zombies
11354,Trade-Off,3001: A Laced Odyssey,Flatbush Zombies
11355,"New Phone, Who Dis?",3001: A Laced Odyssey,Flatbush Zombies
953,sdp interlude,Birds In The Trap Sing McKnight,Travis Scott
955,outside,Birds In The Trap Sing McKnight,Travis Scott
8702,Mayer,Tic Tac,Los Enanitos Verdes
1652,Sin Ti,The Return of El Santo,King Chango
9253,Tú,Bajo El Azul De Tu Misterio,Jaguares
8705,Pinceladas de Color,Tic Tac,Los Enanitos Verdes
8704,Rosita,Tic Tac,Los Enanitos Verdes
8703,Tic Tac,Tic Tac,Los Enanitos Verdes
2989,La Célula Que Explota,El Diablito,Caifanes
2991,Cuéntame Tu Vida,Caifanes,Caifanes
7319,Corazon Espinado (feat. Mana),Supernatural (Remastered),Santana
1454,Machu Picchu,Angles,The Strokes
5794,Entropy,Entropy,Bleachers
7030,"Doctor Pepper (feat. CL, RiFF RAFF & OG Maco)",Doctor Pepper,Diplo
10259,Open Wide (feat. Big Sean),Motion,Calvin Harris
6455,Louder (feat. R.City),OCCULT CLASSIC,Kill The Noise
5536,La Bamba,La Bamba / Charlena,Los Lobos
4058,Candyman,Keeps Gettin' Better: A Decade of Hits,Christina Aguilera
182,Childs Play (feat. Chance the Rapper),Z,SZA
11144,Ass Back Home (feat. Neon Hitch),The Papercut Chronicles II,Gym Class Heroes
1992,Freak No More,No Label II,Migos
20,Rock Steady,"Young, Gifted and Black",Aretha Franklin
3224,Tightrope (feat. Big Boi) - Big Boi Vocal Edit,The ArchAndroid,Janelle Monáe
10803,Cissy Strut,The Meters,The Meters
2955,Lady Marmalade,Best Of Patti Labelle,Patti LaBelle
156,Respect,I Never Loved a Man the Way I Love You,Aretha Franklin
70,Think,Aretha Now,Aretha Franklin
2405,Soul With A Capital 'S' - Live,Soul Vaccination: Tower Of Power Live,Tower Of Power
4332,I Got to Groove,40th Anniversary,Tower Of Power
158,Good Times,I Never Loved a Man the Way I Love You,Aretha Franklin
5934,I Don't Know,Still Bill,Bill Withers
5487,Give Life Back to Music,Random Access Memories,Daft Punk
519,Neutron Dance,Break Out,The Pointer Sisters
1820,Hot Stuff - Live,VH1 Presents Live & More Encore!,Donna Summer
6146,Freedom,Freedom,Pharrell Williams
7437,Runnin',Runnin',Pharrell Williams
6093,Bun Up the Dance,This Mixtape is Fire.,Dillon Francis
9693,Members Only Shit,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION
9694,On That Bitch,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION
9678,Wassup Bro!,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION
9692,Curse,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION
9688,777,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION
9695,LOL,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION
9697,Bowser,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION
8848,Scott and Ramona,Lil Uzi Vert vs. The World,Lil Uzi Vert
3860,Aqua Domain,Mana Pool,VAPERROR
8557,Woman (feat. The Dap-Kings Horns),Rainbow,Kesha
4349,Told You So,After Laughter,Paramore
325,Lush Life,So Good,Zara Larsson
9854,Younger Now,Younger Now,Miley Cyrus
8560,Learn To Let Go,Rainbow,Kesha
4353,Pool,After Laughter,Paramore
8415,Hometown,Blurryface,Twenty One Pilots
8543,Boogie Feet (feat. Eagles of Death Metal),Rainbow,Kesha
7936,F.F.F. (feat. G-Eazy),All Your Fault: Pt. 1,Bebe Rexha
8556,Let 'Em Talk (feat. Eagles of Death Metal),Rainbow,Kesha
746,Giving Me Away,Take Me When You Go (Deluxe Version),Betty Who
315,Dreamer - Compound Version,Number 1 Angel,Charli XCX
1384,Alexander Hamilton,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1385,"Aaron Burr, Sir",Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1386,My Shot,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1387,The Story of Tonight,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1388,The Schuyler Sisters,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1389,Farmer Refuted,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1390,You'll Be Back,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1391,Right Hand Man,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1392,A Winter's Ball,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1393,Helpless,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1394,Satisfied,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1395,The Story of Tonight - Reprise,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1396,Wait for It,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1397,Stay Alive,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1398,Ten Duel Commandments,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1399,Meet Me Inside,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1400,That Would Be Enough,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1401,Guns and Ships,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1402,History Has Its Eyes on You,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1403,Yorktown (The World Turned Upside Down),Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1383,What Comes Next?,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1404,Dear Theodosia,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1405,Non-Stop,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1406,What'd I Miss,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1407,Cabinet Battle #1,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1408,Take a Break,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1409,Say No to This,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1410,The Room Where It Happens,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1411,Schuyler Defeated,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1412,Cabinet Battle #2,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1413,Washington on Your Side,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1414,One Last Time,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1415,I Know Him,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1416,The Adams Administration,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1417,We Know,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1418,Hurricane,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1419,The Reynolds Pamphlet,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1420,Burn,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1421,Blow Us All Away,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1422,Stay Alive - Reprise,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1423,It's Quiet Uptown,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1424,The Election of 1800,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1425,Your Obedient Servant,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1426,Best of Wives and Best of Women,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1427,The World Was Wide Enough,Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
1428,"Who Lives, Who Dies, Who Tells Your Story",Hamilton (Original Broadway Cast Recording),Original Broadway Cast of Hamilton
5624,History,Made In The A.M. (Deluxe Edition),One Direction
